stockname,datetime,news,link
ETERNAL,2026-04-07 01:29 IST,Eternal Ltd Sees Sharp Open Interest Surge Amid Bearish Market Signals - marketsmojo.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxNdDhHb2pzeVJPamhPTlFGeFpNc3RfRnhnYzZCTmJUamRMRmFwZXBHXzJFSlRPSGVKd3V4QXlFVUpILWoxWVZTcDNuM0hIVHk2b0R1bWZIWXRPaDhiT3ZrRWxPSmZKWlN5MUZFZWw4VVU1NkZNdEItMU9pN282cHlDaFdvNDJjTHg5bmFXbk1KSEVJajdEck84RHhQcW9lS0VYR3dsYUI0M3p1YmpSNHJJU1BEWHR4RVN1M2FkSWJQV2FyaDlpMENz?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-06 22:29 IST,"Eternal became NSE's most-traded stock in August, its first time since market debut - MSN",https://news.google.com/rss/articles/CBMi6AJBVV95cUxOQ2FhUEUyTEpZTXlmQW03eHNsV1RfYXkyNHRQaDZ1c3ViSjAzMkd1cTRhcFo0T3RYVC1MVHZqTVdrX0tmRUhiU1RXOHZLbElUblphejRhaGV3aDRKMlhJcEtGNy1oZEJoNlFCRV9WMGQ4Q19NWnR5dF83UWk4OFpQdHhvQlRSbkV4d256ZnVYclBmWGZTV1hrOXFqUUVTcG1KRWV5QVFrVDJyVzRPbXhCWDBRUUpqVmJiY3hqWlpCZjJBdWZKekc5YUNFT0NsMmppUEVJVWVscTZ3X0NNbGxZX1lOUkpHN2NSSXNhTENsMjNzZ0dZVFVOX3NPTUJPaFVpeVN3Z2JHeVpacjlfd1UtT2RLYUhPQk1fMVVhUllGcVlMUGJOMDc1bFVvRHBLZ3MxTS1uMXlFTFV5MFBDZjhRLVNaS2NCaGJuQlFzUVFiY2FzdDdyeWVfOHJ6bGdndHdjZFNoN09uMG4?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-06 14:15 IST,Swiggy vs Eternal: How are new-age tech cos expected to perform in Q4? - Mint,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQZHFqcmVqZFRjYS1xVllDM0xFcFpLUEV4UGhZOEhKMHFseW81QkR3czlJYldtWnRuUUZ6cndwWWNZSzNCVlk2T3pPNHFHZlhDbS02ZjIyNDZMTjJKa0FGbXhsMFJfOHotdDJGYVd3cEJwRnVhX1BrT2syX0c0bUFTQlNCV0JCUVB5ZjUxdkdQY2xPdkFuR0JJaFo0UzlzNWpaWEVkOW50RjdLY29BeDhKSzZVVTQzRWFxUkN6eG9zQWNJTktMSnFIdzRWaVZrc1V5bDUxNtIB2gFBVV95cUxNS2RpRmIyZTJBMERmVkdZR1lZd1JqS3JreVhxX1VRZDFjY3JLallPb09keHhtR3poRGdaZXBxY2dhbHNMcWZpb1lFaHN3UHM5THExWGV0MU5QSWczd1NnV2R6b2V5SkZmY0N3cVBrM2QtY2NWa0psa2kwWEZ0RzlGRnZzNkhuN3Q4aDEyQV9JZ0VKYmVnOEhhdGFFWndhZlg5TXhLMVFaRXBEU044bzB1dk1QNlF5cWtJV3BPYnZsSFJmR1BuSUNpekVFZEJQVEdtR0xfMWtrNk1PZw?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-06 13:51 IST,"Up to 49% rally ahead? Eternal, Affle 3i, PVR Inox, Swiggy share price targets - MSN",https://news.google.com/rss/articles/CBMixwFBVV95cUxOdEhieC1zVWdzcXFQS2VsVjVNaHVDZWRkSVUzUHlBd01peTN6VWcxZlIwNEt0MjduaDRWaTVVcE5iTVNQR0JuM3pLbHU0bW5KakVFSkp4T2Y4X1luNDVmRkRWQzd1LWNUOXVNOG1LaDBlLVRGenV1NWhVeGlJS3g4bjFVWnVRRjZfQ2cwWWhEYUllTHh1a3NrRkZiTlZubzJJcXF5Ujhma1pPRXRVcnBvb3FBemxPWDdqUW5SREZ4UzJjRWl1ZWsw?oc=5
ETERNAL,2026-04-06 12:31 IST,"Zomato platform fee hike: Elara retains buy on Eternal, shares target price - MSN",https://news.google.com/rss/articles/CBMixwFBVV95cUxPdnFMN2JZSEdxcFNJY0o1LWhMaUw2TDhtSDliOWUzOVFsWUdOMHhWVDRodXVERGJCMnp2eVlRdnRPT1NxcU9iaGhuVVk5RXE1M3FubXlzUXd0Q29CWm9QUm14aHJrZ0pRcDRmc2ZFUXJRNkFmdnlyMlpiSW5vNkp5YW1HUXRaaGV5UEl3aFI3WEpVWkZ2Qk9jeTlLREhlamxHcFdvbTV3V0Fncm9QYkJ3NHo2M2JsUzRvUjlGWVJHQjRCTUM4RzI4?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-06 02:05 IST,Eternal Ltd Sees Sharp Open Interest Surge Amidst Weak Price Momentum - marketsmojo.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxPTUdZTVBQS0tub0lHYjVUUWtSejRzcnZpNEpWMjl3b20wM2dEUVlHdkdtNmZzTDBSbl80X0JlU0pzLVM0MG02MHRtSVpqcUw0QUgtRnFEU1RKMU0yUVM3cWstclQ0aGM1dGJtMUhqUnNtWkQ1blJMYmZvaEdpYjlESWlZT1JOTkFzUjdwQ2tWOFgzRl9seG5kUzllUnJpLVdoNEdlNi1WdUdmODRRZVFldkFFd2xrUGhyNXBFdlBtWmZqVml6U3c?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-06 01:52 IST,Eternal Ltd is Rated Sell - marketsmojo.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxOczRRR3NkRnN4cWxZZ1NoT3dBa043dXNmTHNzdHhVZ0JjcDFycUlfU0ZhcG5fUVlUYWRRd252eFNHdXNPZGllUzFzc2lYWGU4MGNSWWJ1anUzM0JRSGhreXpSNDVRMGlrWmJLaktJeHh3UjZfQl9qRTRtRjdtVTVRZzVVMGtQbUpsaDhCU2hTUEk?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-04 22:11 IST,"Share price targets: Eternal, Bharti Airtel, SBI among 15 stock picks; HDFC Bank out, Kotak Bank in - MSN",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNOHB6SFIwczVOdXBhT1NnSmNGYVR5Y2RRTDVxSnRGVkdKcVU4TC1IbjFfcGtXdVlneXBhWEV1MDNxaWx5VDYwQWdsbFJQb251WWl2T2ZRWVMxMWVITGxxbmR6VkxMTEJOSFFxcXY2SUN6dHJpODlScjZYdXZTMzhrQ2JNV3NDUzVuS3AtdUM0cUZMVEhqakFmQ1l0WlB1OVZTWlU3Q3VLU2Z6dXpRTFhZS29ncWpfYnJvRlNpMkpVU0NDM2tnR2FPczJ4bUpVSk1leFRqUW83UVc1UWxLekhCQWxpSQ?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-04 08:04 IST,Eternal Ltd Opens 4% Lower as Technicals Signal Continued Downside Pressure - Markets Mojo,https://news.google.com/rss/articles/CBMivwFBVV95cUxOUWlXWE9fYWRHT2g1MkdLWlM3VThCM1pqVjBBR2p5VjlxQno3WUpycC1zbzU1RkxhS3ZZX21JeEVoamVJTG9JN3Y0VlBBWVNsNV9Ubjl3MkQ1TXREVkQySlZqUjRTaUctOFRVSVQzaFFVZk1HaGw4bnVqOEdqa0J2Uzh0ZERRQVdnUHU0ck9WTHlrVS1WOWtNNlQ5Qy1EcHk2MlZXZ2VTUEt0alBsX0ppUWtwcFExZXEycW5tc1hKQQ?oc=5&hl=en-US&gl=US&ceid=US:en
ETERNAL,2026-04-04 00:13 IST,Eternal Ltd Sees Significant Open Interest Surge Amid Bearish Momentum - Markets Mojo,https://news.google.com/rss/articles/CBMixwFBVV95cUxQVHRFUy1DcWJYQ2c5bUFCVUxsamZPT19MV2tZS0x5b3ZXc001bzQ3R2p2MlJ5NG5aLXljYzhGT1FIZXRPSXN3OXI3WG5CakNqY3ZsbWpZYWdQbTltLU1RWTFSUEg4UnBnSVk2aklzdXdScl9sYkxuX0xhTzZmVkdhbG9QUW1tYl9HRWVYSmhuX2kzV2pEYnVjcnhvOURVVFE0TkE2Y1U3ellrdzVoaEtVeU8zODhiRFRJMmxIeHlkVWVTMUJITDM0?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-10 11:10 IST,Tata Consultancy Services Ltd. Hits Intraday Low Amid Price Pressure on 10 Apr 2026 - Markets Mojo,https://news.google.com/rss/articles/CBMi1wFBVV95cUxPaTd1MFAzY1d6Y1ptWWpzRC1UUVk0SmlwT1dUUkhySXJlQXZNMXk2TDRwSUV0d3UyZHVOMWZOd1Z3NHI0alkwQ09WdG4tWmdHQkwtMkk1SDZJSzNlQ016T2g3WDl2eXJDWHhYVEpKQmJadTkyNGhBMnZTQXE3ekUtYm1zcDlUQXhJblJFc1l2SVhDZk1KdG51RE1uN1N2V0pQTFBKYWFLU0JlTFVtNWthLThBX2ZhWjJCU0JOekVialZUalRVazVhaUdtOG9ubThrczAwYXp2NA?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-10 10:08 IST,Tata Consultancy Services Ltd. Sees High-Value Trading Amid Sector Underperformance - Markets Mojo,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNVFU1UjZCMmItRzMxNU1Nb2laZnJUVmZCUkxseDNkMU83WWUtN2FIeG4zQ0ZnNnZzTGh5d05xYnRDN2RkYi1IUU94ZFhRVERkbUdxS2lmOUt0WUlOSGtETEl3eE1FNTM2NGZkLUxEd2JlVk13a0l3bTV3OVd6LVRIRXBEbEdoQk9KMU5NSkJ2RVB1MGVYTkk3aXdfRE8xekZwZk84TUlCbkN3MmR4YjJtOGYwX3BDVG10OXpKdDRXaVFySUY1eUxhVnd4SVRtLWxfZHVOTTMtWQ?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-10 09:23 IST,"India's TCS falls as rare annual revenue drop dulls quarterly earnings beat, deal wins - Reuters",https://news.google.com/rss/articles/CBMivwFBVV95cUxOZnRUcEk5bV9fQTJCRG9IMlI0b1luVGlSdXlkelpaMkZ1aWpmNDJxeS1yOW53bFhGd3FVYjRMOHprVUdBelRBbm9Yb1hucUlYSUFubi1fSmFkS3NBc3NvLWhlNmd2cWdBb1U2N2k2aG42dS03dXJWNGhKTVg1TlkzQ19WdTR2S3VHZldHTUEzUk5GNWNPblVYOUVraDJwc05fMXdUTG15TmttNkRvbHFfWGh3a3F4cVd5QVhWa2Nlbw?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-10 08:00 IST,Tata Consultancy Services Ltd. Reports Strong Quarterly Financial Turnaround - Markets Mojo,https://news.google.com/rss/articles/CBMizgFBVV95cUxNMUpqa3dINGZIUDIySE1oVzBXQzlSQjlrcThKX19rTU9ieXdRV3M2NHRvX2FkT1FpcF9IZlRpM09WYm9fNTByQzROQ3NSMzRIY1NRa09Ra3BMTk4yRHU4UFlZYkNGMGRCZ1ZSQ2ZwWHRDR3RHNlgtY0V3aTd6aUx2N0U4Z1Z3bzBWQkMzcDRGM0VqbzVDX3Y2Y0ZXeU1jMHhGX3IteVRmT0hkcDNzcDNSbzF3WjJNTlpPSGU2N0EyMVVDaGhZRjl0LS1naHlOUQ?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-09 20:52 IST,TCS Tops Profit Estimates After Cost Cuts to Cope With IT Slump - Bloomberg.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxQOHN3d3RZZ2JKU0RHRzBxelpDQ21FQlFfQVpkRVBNUG1uOERIQlhmdDNHZEU4Z2wwYmtxRS0xZ3F2ZENVU2RVbkJpSVlzX0ZCZU9DdksxdEZVdDVsalJ1VzRUMW9lSWdVSkt4SXF5SmlFb0R0THBvcC1nUVVHQ2lodXJ5cE1tNi13ZFJacy1GbzhTT0dTUlNGREZwTHdUS1QzSVRtb01wY3pkclNtUzZBaGI4SjI?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-09 18:07 IST,TCS closes FY26 with Improving Sequential Growth Momentum and Strong Deal Wins - Tata Consultancy Services,https://news.google.com/rss/articles/CBMijwFBVV95cUxPemt6Rlp3Z1VGQ191MzRHMUwwYWVmOVZMSjdfQWp6M3otVGp1SWtsY1NmYjljVVZUaVB1TjRlenJrN3JvVVZ6S3VyNy1ueDdwQkJOcDhCek1GTkcwNENEX01GaTRtMVFFc2NkOVJsZ3dXVGtzMElkTzY3OGdrNWE4aTlhc2N0VjZKLUpLQXhzcw?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-09 11:21 IST,"Tata Consultancy Will See Outsized Move on Results, Options Show - Bloomberg.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxNUEV2STRBVG1IcU9nR0ZKdGJ3eVRYMjhtR3l0TVJoRS01TjdGLXQyZUREVno5ck9OMzh5RktzakQxajhkdkY5VjR3M1BUSi1INDB2cUhnQWtZeVdNU1NBcXhWZDZwSHItUTdRYjRGVzhvd3FKWjJTNmw0UEpLMHRoTWIxM3dJRGItZmlISWN3X0Z5MWtSWWg0Z1FiZzZQcnp5RU9HRWFpSHYyWGRneWdmb3RIWXg?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-09 11:06 IST,Tata Consultancy Services Ltd. Sees Robust Value Trading Amid Institutional Interest - Markets Mojo,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOWWltRnVYLWdEelFySWhjYWZRUXdUa1NZMXhoV3pGck1xWHo5QWxGcW5YMDM4S3FRc3N4TFV1dzNMRjY0ekdXRUNVY2VNZGoxWnVIbWIxTk53VGJ4UFlsVm1EUzluMWJSR1R5aEVkcDZtQWl4ZjhjSkhTQWlNVmVseElIc2g0RHp0Z0hnWkExVEpsVDVIcmktYThEVHo5UnMwcFgtVzM1MkFpcHZteGtMVTFkdE44SzZZSW5VOUZzMlBGOUdOblNCVDZhel9McVRtZTlUejNRWFk?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-09 10:10 IST,"Rs 2,800 Calls on Tata Consultancy Services Ltd. See Heavy Activity — What the Strike Price Tells You - Markets Mojo",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQaGpkT2lmVUl4RV8zeTFEZFRkRV96MHZPNDJ0TElWblZPZElOekVFbjNvNXRvdUVGR1RXc1VYVDBpb3REQ1oyMDA5ejQ2OVJzeWhrUVZTWlhCLTZJM1NTSl9ubnY2TmF3VmI4M3RXYVhmajRKTXU0RzFkYnpWbzBST0xoU01FQzV4Z1JCWjhyMlh4NTltd1gwTkxIczZQV3VpcWFEbWdaS3daaVNvQjM0TVVEeXFhckRHYjNSb09pcHVpWnZlMjhZampwY0U0WTE1a0ZodA?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-08 18:47 IST,"TCS Q4 Results 2026 preview: Check expectations, estimates ahead of Tata Consultancy Services quarterly earnings, dividend announcement - ET Now",https://news.google.com/rss/articles/CBMikgJBVV95cUxPQVBkTkpWVGZmV1NDX2Nma1p6THBFNlBkYlE1ZkNybE0zRWlFVjVTV3ZKT0VCLWp2bmFQLXA3UmlYdjI0S2FtRXdhVW92M2tpekNVdnJEUGdSaGdScUtuUG1HT0ZfTThxMjJEWHpjbkloV0ZJRml4R1NwLTY0WThjU053RkQweTdZWGJnNHl2MnlTcTdUMElTZDNGUzNUTEFGYTRlYkZMaDJHTG9Uek1ZZ29yOW41RTFvYmVLSVNjRzZJZUU0OVlZRndmdzF2UUFjYlA3Z3Z3VXJNNG1mTDlhd0l3Ym8yY2J0ZTJjbGUwNnU2Tk1sVGs2c0NZbDBhMHdIRDc1RWxhOEJ5NFMya2d4YkVR0gGXAkFVX3lxTE5GUmVYbU5kSFUxUmZ2NFE4NXBYWlBzbzF5RFpQSFZUVnN2M1RoR1BVVndjMTlQZnNSbzB4VnlxaGlrbk44cE4wTzMzY3ZHLTdib3lfaElWVkFjbnNNU0w0NUwtNE54M3B4dmcweUNTYWdNbk5yRDZZd2tlNm9uaWJBbUhMd1RDRkZqMzF4Zm1CVmVYUTA4VVRoc3lXVmtEenRSSXg2aVJZU2pKLWlHNFZ1X3ZFMnVrOWtNQkpxYzE5OTFjVzNjOGF0VVJhRVhEVVpDRUJYYTMwRENETFNBUzRJMUJ6emxhdWtyYjRUQTdFRE9SMmk2ZUh6SFFBQnNjc2c4SFJ6ZzZvUy03OVduSTNKamFCMEJqNA?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-08 13:53 IST,Tata Consultancy Services Ltd up for five straight sessions - Business Standard,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPVG9RazhjZEVodzlNMHpZNnlxdGlHeFc1OElhZTc0Z2ttYnJqbnlnZENBb0pOeC1ZVnNiTXNsMUNDaXc3emhzREY2Tmk2bkg3TkdyOFdHb2FDZWhsT2pROGpBc2V6UjU1dUZFQkdPaXVHWThpbWE1bUI4bVhCMGNlRkdsM1RnOFZmS1l4U29ndFdzRHFSVzBQdkJhQ3cteDdhZ3lSTS1CcHFxc0FnYzNGMmV0WXlrMHFJMFQtZGF1V3d6ZGVaeFNzOU9CYUZ1b2hPRDRKdHFBTWTSAd4BQVVfeXFMTmhtNXVSeEpGOUpiQVN2MENRZHEyV3N1UExBbWV2UDJaQnpfbHJBTERJVlhXMUE5V0JwMm5jV1EzVThiUVdPZHFWOTNYQ3k5c1pZNEF4ZGxhN2xWd3lwTTA4ZzZ4QWdINWZGcHYtV1IwRXVYaG1DMGZPWXFPZkpBRGY2Umh6NUk2UUtJdXYydFNiNTJjTnpvWWtjOURMakVqZzNrT1dzRm1IWFlmMGc0M0o3NGZVeFZBclVtNW5PVWVlR0UyWGJmZGZWdDV1ekhvMGVYRFFMYjZQbGZLdWpR?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-08 12:54 IST,Trade Idea of The Day - Tata Consultancy Services Ltd Target Rs.86 - Religare Broking Ltd - Investment Guru,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOVTBIenpSLWQzMjAwTmF4RmQ1bHJfQ1pWdDBKV3JrdzZVa3diaS1MZExEaE9NT19rNnMtem5qX1JlaUlvMU5FOWhBcnVxVWJRT1ZJQW53LTR2bVA3S1dwVHQzb1JaMFdiQ0tQOWRsZzZTMHE1LVJPM01oT1lSMmNBTGl0bnhUa2FqTEF5NmxsMzBkRGN5TlhDQzkwVU9BUWh1alBFT1d6SlhxTXd0NzVuZ09RSTBCNFdLMm5rMHRsOFRqTFl4dUIteEo4Y3dKZzJrNlI3WA?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-08 10:27 IST,Q4 Results 2026: TCS And Other Major Companies To Report Earnings On April 9 - NDTV Profit,https://news.google.com/rss/articles/CBMiswFBVV95cUxOODcxbkN0djB4UjJ1QThqUlpua0FoYnVvNnlHNzJxaXNrS1BEWDJfelhWU1M0YkhJZ3ZEM2N5Y0VrdHJqSmNYcGVHOVJ2WTEtdnNXd0YzVnJ3alJIbTc5UEFjZ2k3cXJ6cVFYc09lS2NwdnR2NkJmT3FONWhLd2NuQlFCWTZ1MlgtbXlnM1Vja2FhdmtiTVBFbzcxamlQWm5OVDNDQXQ3Zmt5RzF3NVltdUNFZ9IBuwFBVV95cUxNUlJ6Q0U3LUpWZ0MzRXF4Zi01dnM5X09CQzZaUUJvLXdDMkdkMjJOT1poTUR6aGVGNG1rbWlBWktZN2hBZloxZjJVd2FDSWlzNlc2RjM3eDNxcUIwMU9oSm10Y2dOQWVEYThXdDhkOGtCT0VzUExzd2VjanBFcnY5WEhlVWZ4TzV4UWgybWlwUzJQQm1qdlpSbDBkTU8xRlEyNEo0cW82UTlELXdCb0FSX0k3THo3V2FvSUJV?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-08 10:16 IST,Tata Consultancy Services Ltd. is Rated Hold by MarketsMOJO - Markets Mojo,https://news.google.com/rss/articles/CBMivAFBVV95cUxPOEY0Z2tJQ2MxQUROTEtGSmd2MzlZUWdrNHBNV0VKN09ZWGgxMERkZWtOQmdlZTFaeGFHcEVYLW9ZTXZMZUw3T2E3MURycktSNzBLdEFndV8xU1FwX05lZGpWd1psR3lUWnJtaTlCWVJNQU5wd2x1OGs5SXI5dnEtT2p6X2xaeEwyeXZQZFV0c0xYYjZ4TW9qNGdGWS11WDdfVGdidEdDRjhQMUZmcV9qXzQwVUtmRlRraXotQg?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-07 15:06 IST,TCS Q4 Results Preview: Margin Seen Expanding Amid Modest Growth Expectations - NDTV Profit,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQUl9ZLWM3QjVDSjh2WXl6ZDNnQjVFb0lNZkxIQ0lxN0lqYWNETEpPbEptTWJMUnlNYTBFR3RuOTA4YXNEWTdhWl92ODFvalpCcG96N0V4YmZDODlCWG9Qb190bjgwMlFVMjVZaHhfX1B4dDBQaXBEZE9sMEdSSmN3SmdMaWE1LVd0Z2NDdXIwZk45SF9lNTVxMC1iT1hzdHVmUk1FZ3FkdHRnV3REcWdvSXRBaGp6VGhOZEFQRG9zbUhobS1ETk9kLWt2cEhnSVhscEFDb21fejBjTlhkYmNR0gHnAUFVX3lxTFA1WHV3WVdTcl9qSFpyME9udGlsNzBuTXM4am53UkpkNUV0R05YbEN5UEJ6MkZfY2otdzNFNmZyWTlPdzNhXzBrd2lOeHFLeGhmcXpmNHFyc09IdFpkZm5QaUdTd1phblhMRVR4Y2k3TWdGLTNLeGt1RHQ4SHhaaGVpbUdKbUhFeFk3ZWJKMHIyWERhdHk0Zm5keDczampzeFpfdDhkSmZXUjRMNVBHTE9LYjhvMkVTc09qNFBUUF8tYnVVNVpKTnVuWUg5LThrYklrZHFpSk1Mb0pobXV5RFRfTXlDVDVoQQ?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-07 11:25 IST,"3,331 Call Contracts Traded on Tata Consultancy Services Ltd. as Stock Gains 5.4% in Four-Day Rally - marketsmojo.com",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQaTRmUUo3aGNCWldoUjJ3ZGZMSkM0OXBMWU5FLXVDWFY4S1JZMnQxUFNVdTY0YkdJMEk1Y1RpY2dNOXNaLTNkbktyWEJ5TlFzTGZPcGlyMzFSZDNXNnRsMF9FWXdjSnlmcW95d1N1dVQ5ZUhVZGV0MDZrVjhGTGpQd0pZNldaVy1HLWRPVmVKdW4xSXFwTDNtdnA0SHBpSFFib0xwMnRvU3lkSDE2YUR6aHZkMXVVRlZfamJlOXh3X19iWTktOE81eU1LZURHOFB1aXdOUg?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-07 01:39 IST,Tata Consultancy Services Ltd. Stock Hits 52-Week Low at Rs.2482.6 - marketsmojo.com,https://news.google.com/rss/articles/CBMivgFBVV95cUxPWjhVaS0tbnFPRTdfNVh5akFYb3diajRzVjVGNGtjSVY0NTZPSFBRME1hTGRNeUhJZ1JSZ1FkTGUzMVhwVURXbzEyN3N4bXhxaERocWhJMWo4MzhyYXZ4UHJJXzR3dl9tUHliVm1yNDlQejdJVjRiUm1NQzk5aVRmYTE3Zk1uelp0R1c5R1lMQUVxWEt3Q3RfV1V6dUVoaVEyMVhaclEtT20zVnVfNnJkOEt1SUhMQ3BtUlRDaHdn?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-07 01:09 IST,Tata Consultancy Services Sees Heavy Put Option Activity Amid Bearish Sentiment - marketsmojo.com,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNQVJBeU5wZXlHTWVSUFUxcFJhVzBCdnlTWk1QbENfQi1ITVFlSUNCU0d0M2hOVTVGOS1jRjVBdUtMUXdvTXNqdWFFdzJ4QnVhTkxVZnRGZEx3THFQWjdJYW9ob1BBcnRkTGstbGpZX3Y2aGtZTW1lZHR3VE9PYWJRb3VDemJkVDRnOE5SRUpoQ05Gdk9qYTd0OWhvZVpBS0tVcUVUaHpTb1VGR2NISjByR01mWE5hY1FlVVM5MlBSU05wSkowSHRuZTR6T0RnQkRJZXRB?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-07 00:03 IST,"Tata Consultancy Services Limited (TCS.NS) Stock Price, News, Quote & History - Yahoo! Finance Canada",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1BSy16NndZSGpmME05RXVyV2lZLTVNYjAwZUpqWkFkemk3bWdJUGM1STlteGM0Z2tfc2pzMjR5SGR3eVRZRm5XNzhoNUdyWWxYSHhnVw?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-06 16:03 IST,"Tata Consultancy Services climbs Monday, underperforms competitors - MarketWatch",https://news.google.com/rss/articles/CBMivgFBVV95cUxQUC1NNDktdE40a2I1U1JrMWFySHctLWxfaG50ZGk1OE5iS0VKWGloSU02MkpRSWM3ZXhBUkhUZVRsejRvNTNoTTQwUGpxeWNEVUl0RlRzaGZETGhZOWNIbXZ0cUk3Nkh4LWZoOGtaMmRLMGw2QnVJTGtydHVvRVNpUVhYaTByMmVGVW5kc3hkWGhpVlZHbW1UY2tTYTBZeTZhRUZSSFBnZjViQU14MFJCaUxRQUVhS191ZVYzQmxn?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-06 13:09 IST,"TCS Faces High Senior Level Attrition Amid Layoffs, Compensation Issues: Report - NDTV Profit",https://news.google.com/rss/articles/CBMi7wFBVV95cUxPWjRmTERaa2hla1hZenR6dVpMczBwTThhYlNhS3JYWGM3bU9za2xfeG40UlhEUklmamVFeGsyR1NXeUZsRmk3UGhMby1tWkcydDI3MFp6SnM1TmYyZG1GSFZlM21NZlgybXh6MG80ZDV6T0dFRWtnSVYzbXllVTJOa0tUcF9ac0FwdlA3Qm5YVlVfOUd0N3BfaEp6aFB3YmtyVHoza3RUSnBvby01UUtVcWFkWmZTcDNuTUF0eEduNDU5R3B3bTVoSHJCcFdFUU5aNjhsb01NZmFfejI0dFItT2lPb1dfdTIzUXZ6ejZRb9IB9wFBVV95cUxQcHBLSW9zOVpkbjg0TzUxdkNMbkFTTko4RzdjT2pnN3JoMTBERHRXVDIyNzdCcHF0S2pDdm9JcHRyNlh5Nmg1ZEo3SW9BX0I1QzFtYzc4NHFtbjlRV1VIVnEyTjU3V3hZdEJBQ2ZrQllrMDJ1SjVfbVd5Zi1iTkFnWjhlOEhKZWQ4YXBoWGJsZjZldDc4SXVyWVJocDFENm5kQzFEZ3VBdjQyQ29ucHhYZWZCWWJla21hZTh6YUpmMm5NUFRYRjR5RW10NnI2ckVCWUx3dFdzLXlYVnBhMWpjUlB1M1NWTlY4NkN4ckhkV0hsQjN2eXpn?oc=5&hl=en-US&gl=US&ceid=US:en
TCS,2026-04-06 06:00 IST,TCS’ new challenge: Retaining senior talent amid exodus - Mint,https://news.google.com/rss/articles/CBMipwFBVV95cUxOYUs3WVQwOUR5UHZsU0FUMDNzSFJkRFFXcGxuV0tjUmFHWlFDNUFHS3ZiSzVBOEJXSVQ2eHBTYnF2N0tjVzRZVGhMc2Z3TmUxNlNSVm55bmVrYUpmMU8wY3B6QUUzdmJuTjZ4TThOMHAxU0RBd29kaTFqRGxvejF1ZXM4b0RFOUJvNDNaM2N6bVZkYXhpUllfNFliTHhwdDdUVld5MDFSc9IBrAFBVV95cUxQeVRlZVJvd09EUjl4M1BPRUszRFUtbHdNMUtCcnhRU2JwNXdnTGJOYUFwbGR4ODE1ekJ3LWJTN0E0Y3I3ZjdudkZkcUF3UmstWWg1LThPUE1kc01NTnB0TGQ0QUlXazUycFFka2RWSzEteHVyVEk4YVI5QXk1RjBYc0V0TTRiMDBjZUczWE5scXRjRGxGN2g3dldaeHlRNG1rOFJTRFItS1R4R0lj?oc=5&hl=en-US&gl=US&ceid=US:en
